N,0,INPUT,0.02806338
N,1,INPUT,0.0136613
N,2,INPUT,0
N,3,INPUT,0.04624198
N,4,INPUT,0.01529778
N,5,INPUT,0.138271
N,6,INPUT,0.5373033
N,7,INPUT,0.1349993
N,8,INPUT,0.1110053
N,9,INPUT,0.1068406
N,10,OUTPUT,0.7971907
N,11,OUTPUT,0.9381126
N,12,OUTPUT,0.8657335
N,13,OUTPUT,0.7981073
N,14,OUTPUT,0.8492915
N,15,HIDDEN,0.6608909
N,16,HIDDEN,0.6938108
N,17,HIDDEN,0.8344741
N,18,HIDDEN,0.7391646
N,19,HIDDEN,0.6891071

W,0,0,10,True,0.3916066
W,1,1,10,True,0.8749111
W,2,2,10,True,0.3331214
W,3,3,10,False,0.247921
W,4,4,10,True,0.4949992
W,5,5,10,True,0.001445383
W,6,6,10,True,0.328717
W,7,7,10,True,0.3448943
W,8,8,10,True,0.7655396
W,9,9,10,True,0.1730482
W,10,0,11,False,0.01348884
W,11,1,11,True,0.4576926
W,12,2,11,True,0.6587513
W,13,3,11,True,0.7766881
W,14,4,11,True,0.8744242
W,15,5,11,True,0.1528778
W,16,6,11,True,0.214114
W,17,7,11,True,0.5633913
W,18,8,11,True,0.6135201
W,19,9,11,True,0.007270176
W,20,0,12,True,0.8545557
W,21,1,12,True,0.1732291
W,22,2,12,True,0.3689833
W,23,3,12,True,0.6107036
W,24,4,12,True,0.915042
W,25,5,12,True,0.7369694
W,26,6,12,True,0.981665
W,27,7,12,True,0.8304164
W,28,8,12,False,0.04764124
W,29,9,12,True,0.4531669
W,30,0,13,True,0.4276358
W,31,1,13,True,0.7827548
W,32,2,13,True,0.7054971
W,33,3,13,True,0.9151301
W,34,4,13,True,0.3445623
W,35,5,13,True,0.4582159
W,36,6,13,True,0.05744859
W,37,7,13,True,0.6318452
W,38,8,13,True,0.6699013
W,39,9,13,True,0.4711465
W,40,0,14,True,0.4244877
W,41,1,14,True,0.4966978
W,42,2,14,True,0.1649152
W,43,3,14,True,0.8362308
W,44,4,14,True,0.5768119
W,45,5,14,True,0.7920374
W,46,6,14,True,0.09782946
W,47,7,14,True,0.7981955
W,48,8,14,True,0.06724507
W,49,9,14,False,0.1849654
W,53,0,15,True,0.2271994
W,54,15,11,True,0.7015451
W,82,0,16,True,0.154045
W,71,16,11,True,0.2618275
W,109,2,17,True,0.9376886
W,93,17,14,True,0.2856182
W,75,1,16,True,0.4235937
W,121,15,17,True,0.9346082
W,155,5,18,True,0.3010826
W,123,18,11,True,0.9959962
W,114,9,16,True,0.8637037
W,70,3,16,True,0.4713664
W,107,2,18,True,0.7532039
W,167,9,19,True,1
W,170,19,14,True,0.1849654
