N,0,INPUT,0.1020244
N,1,INPUT,0.1307151
N,2,INPUT,0.3724795
N,3,INPUT,0.465366
N,4,INPUT,0.2369901
N,5,INPUT,0.4279978
N,6,INPUT,0.3785636
N,7,INPUT,0.2093747
N,8,OUTPUT,0.9035399
N,9,OUTPUT,0.9473684
N,10,HIDDEN,0.7487119
N,11,HIDDEN,0.7451121
W,0,0,8,True,0.5
W,1,1,8,True,0.9555898
W,2,2,8,True,0.04298951
W,3,3,8,True,0.7005793
W,4,4,8,True,0.3270088
W,5,5,8,True,0.4851579
W,6,6,8,True,0.3390193
W,7,7,8,True,0.9866264
W,8,0,9,True,0.5336018
W,9,1,9,True,0.9300857
W,10,2,9,True,0.2287113
W,11,3,9,True,0.3819734
W,12,4,9,True,0.09568112
W,13,5,9,True,0.5
W,14,6,9,True,0.7766953
W,15,7,9,True,0.1384249
W,12,4,9,True,0.09971178
W,19,1,10,True,0.5408626
W,20,10,9,False,0.3658021
W,21,6,10,True,0.3865796
W,20,10,9,True,0.5
W,16,4,10,True,0.5331452
W,23,10,11,True,0.4375975
W,26,11,9,True,0.3658021
W,7,7,8,True,0.9330993
